Titel;URL
Calculating the average (mean) | Data and chance - simply explained | Lehrerschmidt;https://www.youtube.com/watch?v=OWy7d_cfsbU
absolute Häufigkeit & relative Häufigkeit | Wahrscheinlichkeit - einfach erklärt | Lehrerschmidt;https://www.youtube.com/watch?v=PBRoDcPymec
Heron's theorem - Calculate the area of ​​a triangle | Lehrerschmidt;https://www.youtube.com/watch?v=PwI_38vookU
Calculate radius from circle area | Area calculation - rearrange formula | Lehrerschmidt;https://www.youtube.com/watch?v=CDGUNoUBDdI
halbschriftliches Subtrahieren | Mathematik - einfach erklärt | Lehrerschmidt;https://www.youtube.com/watch?v=Rm9lHUPaJBA
Minus - schriftliches Subtrahieren (Ergänzungsverfahren)  Mathematik einfach erklärt | Lehrerschmidt;https://www.youtube.com/watch?v=U7H76rpe1p8
Ein schwarzes Paket ist angekommen... [UNBOXING] | Lehrerschmidt;https://www.youtube.com/watch?v=x1zX1kZcUN8
"""Help, my child wants to become a YouTuber!"" And why it's not so bad! [For parents]";https://www.youtube.com/watch?v=15YWG9yCTx8
Minus - written subtraction (subtraction method) | Mathematics explained simply | Lehrerschmidt;https://www.youtube.com/watch?v=NSMVl6RAMC4
"eBay Classifieds - ""What's the final price?"" Chat madness... [Real-life story!!]";https://www.youtube.com/watch?v=DGF3yaeTz-g
difficult & difficult | German - usage... can you tell the difference? | Lehrerschmidt;https://www.youtube.com/watch?v=g1XilfIKbZg
schriftliches Addieren mit Zehnerübergang | Mathematik einfach erklärt | Lehrerschmidt;https://www.youtube.com/watch?v=E1LxwRcyKIw
Written addition - all variations - an overview | Lehrerschmidt;https://www.youtube.com/watch?v=aYRhHmCUviU
Written addition with decimal numbers | Mathematics - explained simply #Lehrerschmidt;https://www.youtube.com/watch?v=WWsMd1qX7zg
Written addition with multiple numbers | Mathematics | Lehrerschmidt;https://www.youtube.com/watch?v=GBnhd9H3V2I
Addition methods - linear systems of equations - simply explained | Lehrerschmidt;https://www.youtube.com/watch?v=nPck_edfO0w
Equivalent transformation, equivalent transformation | Expressions and equations | Teacher Schmidt;https://www.youtube.com/watch?v=G5XxS2OFsJU
This is how you learn the multiplication table correctly! | Lehrerschmidt;https://www.youtube.com/watch?v=GdbEH5XP2ic
halbschriftliches Subtrahieren | Mathematik | Lehrerschmidt;https://www.youtube.com/watch?v=-vVNtpo-kHM
halbschriftliches Addieren - Mathematik | Lehrerschmidt;https://www.youtube.com/watch?v=BCr1O2vDDLg
Kopfrechnen - Like a Boss! | Lehrerschmidt;https://www.youtube.com/watch?v=uVg8-k6oMXw
Doing percentage calculations in your head? - No problem with this #trick !!! | Lehrerschmidt;https://www.youtube.com/watch?v=5JxSA8wTDBQ
Calculating scale - Converting scales | 1:50,000 / 1:20,000 - explained simply | Lehrerschmidt;https://www.youtube.com/watch?v=GisW8YDnD4s
Composite surfaces | Geometry - Mathematics - Tutoring - simply explained | Lehrerschmidt;https://www.youtube.com/watch?v=Z6yPISR2_Kk
11-trick - What your math teacher didn't show you in school! | Lehrerschmidt;https://www.youtube.com/watch?v=s3BnPtvGKPE
Divisibility rules - When is a number divisible by another number? | Lehrerschmidt;https://www.youtube.com/watch?v=COe6sDmcFEo
Written division with decimal numbers | Mathematics - quick tutoring | Lehrerschmidt;https://www.youtube.com/watch?v=HmAu8ZEBC2w
Schriftliches Dividieren | Mathematik einfach erklärt | Lehrerschmidt;https://www.youtube.com/watch?v=x-F3K2pvgb0
Dividieren mit Nullen - Mathematik | Lehrerschmidt;https://www.youtube.com/watch?v=hABWbImYlV8
Multiplying by zeros | Mathematics | Lehrerschmidt;https://www.youtube.com/watch?v=2CMhg0AqLgc
"""Generation hilflos"" - mit 25 Jahren noch bei Mama wohnen... #Diskussion | Lehrerschmidt";https://www.youtube.com/watch?v=U50rmmRMbiY
Semi-written division - Mathematics - explained simply | Lehrerschmidt;https://www.youtube.com/watch?v=9ap5ypzQxFk
Written division with remainder - version for parents only (check with teacher) | Lehrerschmidt;https://www.youtube.com/watch?v=REpM8yMsB3o
lineare Funktion - Wertetabelle mit dem Taschenrechner - ganz einfach erklärt | Lehrerschmidt;https://www.youtube.com/watch?v=fHmVAxP-i5Q
Constant function with table of values ​​- linear function | Mathematics explained simply | Lehre...;https://www.youtube.com/watch?v=lS9QLrZkWLY
Parabolas - quadratic functions - displacements - simply explained | Lehrerschmidt;https://www.youtube.com/watch?v=sYfZbyrGXMY
Parabola - quadratic function | Stretching and compression - simply explained | Lehrerschmidt;https://www.youtube.com/watch?v=HbcBQ_qNt_c
RC Scaler @ Modellbaumesse in Lingen 2019;https://www.youtube.com/watch?v=SY3CkHuzmT0
100K-Special: Beauty, Fashion, Lifestyle, Realtalk & Lehrerin Schmidt;https://www.youtube.com/watch?v=t_-hF_zXzfs
100,000 subscriptions - Thank you to go! #Announcement Livestream & Special - Sunday 7 p.m.;https://www.youtube.com/watch?v=fXtwVQpesZM
Normal parabola y=x² with table of values ​​| Parabola | Quadratic function | Lehrerschmidt;https://www.youtube.com/watch?v=rDEAtMUWiV4
Create a boxplot | Step by step - easily explained | Lehrerschmidt;https://www.youtube.com/watch?v=ttz7Oo-7NhA
Calculating side length from area (rectangle & triangle) Mathematics | Teacher Schmidt;https://www.youtube.com/watch?v=XypGwxtL71I
Calculating interest rates - three sample exercises | Interest calculation - simply explained | L...;https://www.youtube.com/watch?v=U6XORZsDW30
Calculating interest days - three example exercises | Interest calculation - mathematics explaine...;https://www.youtube.com/watch?v=0PCIVqATvQc
Calculating capital - three sample exercises | Interest calculation - simply explained | Lehrersc...;https://www.youtube.com/watch?v=9JCP0Sss1S0
Calculating interest - three sample exercises | Interest calculation - explained very simply | Le...;https://www.youtube.com/watch?v=og_HzcjP5lE
Make money with YouTube! This is how it really works! #7 Editing, Uploading, Thumbs, Distribution;https://www.youtube.com/watch?v=xKH_HL-bciM
"Finland abolishes school subjects! That's how school works! ...and we have ""Lovls"" | Lehrerschmidt";https://www.youtube.com/watch?v=WKguwmu-INg
Linear function - create a table of values | Mathematics - explained simply | Lehrerschmidt;https://www.youtube.com/watch?v=dLfPBJgHgC4
Private schools - More and more children are leaving the public school system | Lehrerschmidt;https://www.youtube.com/watch?v=HBmdP5pPDPU
Make money with YouTube! This is how it really works! #6 Taxes, tax office;https://www.youtube.com/watch?v=QXygpIQrK90
How to make money with YouTube! This is how it really works! #5 Watchtime, Likes & Haters;https://www.youtube.com/watch?v=xd-9hlahcQQ
Geld verdienen mit YouTube! So geht das wirklich!  #3 Upload, Titel, Keywords;https://www.youtube.com/watch?v=UeZah4Pqw9I
Geld verdienen mit YouTube! So geht das wirklich! #2 Technik & Software;https://www.youtube.com/watch?v=uDpTaKBK3dg
Make money with YouTube! This is how it really works! #1 Preparation;https://www.youtube.com/watch?v=K5hqkPiLdwo
Coordinate system with a negative range | Plotting P (x|y) - explained simply | Lehrerschmidt;https://www.youtube.com/watch?v=fxyZhe8bVyI
Coordinate system - plotting a point (x|y) | Mathematics - explained simply | Teacher Schmidt;https://www.youtube.com/watch?v=LcImU4dohqs
Speed ​​cameras - a nasty new method | Rip-off or road safety? | Lehrerschmidt;https://www.youtube.com/watch?v=8tnkn-KyVlo
White Christmas - happy holidays - homework! | Lehrerschmidt;https://www.youtube.com/watch?v=fMgwtXEGhj8
You MINUS PEOPLE! - A video just for my HATERS! *Merry Christmas* | Lehrerschmidt;https://www.youtube.com/watch?v=mLOYroEp7tE
OKAY, THAT'S IT!............................Year in Review with #TeamSchmidt;https://www.youtube.com/watch?v=UuC_dYANbvg
Why being smart isn't always clever! A beautiful story... | Lehrerschmidt;https://www.youtube.com/watch?v=ibyMXHY6bYw
Gretchenfrage - Was ist das? | GOETHE - Allgemeinwissen | Lehrerschmidt;https://www.youtube.com/watch?v=w6F_AFe8g_A
RC Crawler - RC4WD im Schnee - drei Trail Finder II im Wald;https://www.youtube.com/watch?v=KBuFI1U3gU4
Simplifying fractions - LIKE A BOSS! ...or is it all just FAKE? | It's your turn! | Lehrerschmidt;https://www.youtube.com/watch?v=PCwQxk1nM7k
Gifted - Help! My child is gifted! (and bad at school!) | Lehrerschmidt;https://www.youtube.com/watch?v=GRxGhAPIO0Y
Square - Calculate side length from area | Mathematics - simply explained | Lehrerschmidt;https://www.youtube.com/watch?v=HM_SYwjQHJE
Lehrerraumprinzip in der Schule? Büros für Lehrer? BYOD?  Was macht Sinn? #Diskussion;https://www.youtube.com/watch?v=a1FKUeT-quE
Create a bar chart | Charts & data - explained simply | Lehrerschmidt;https://www.youtube.com/watch?v=LnUehyWvLWM
Nikolaus - 6. Dezember - Was man wissen muss! | Lehrerschmidt;https://www.youtube.com/watch?v=cy5c1PlfK0M
Cube - Calculate edge length from volume | Mathematics - simply explained | Lehrerschmidt;https://www.youtube.com/watch?v=3Z90qbEXTK8
Cube - Calculating surface area and volume | Mathematics explained simply | Teacher Schmidt;https://www.youtube.com/watch?v=h6TZxluWfQ8
Helikopter-Eltern  - Mama, lass das sein!!  (Hubschrauber-Eltern) | Lehrerschmidt;https://www.youtube.com/watch?v=VgGTrz1fd2o
All teachers in sweatpants! Confusion among students! #Discussion;https://www.youtube.com/watch?v=CmXfuNEqSiY
Schreip wi du schprichst - Generation Rechtschreibversager!  *Diskussion* | Lehrerschmidt;https://www.youtube.com/watch?v=DitFyODipg4
Designer babies are here! Evolution or madness? | Lehrerschmidt;https://www.youtube.com/watch?v=0ZC5s4U7vBA
Plotting a linear function – it's that easy! | Lehrerschmidt;https://www.youtube.com/watch?v=TUxJE79ntNI
Calculating the intersection point - linear and mixed quadratic equations | Lehrerschmidt;https://www.youtube.com/watch?v=T7wnzYyfc1o
Parent-teacher conferences - Let's make a deal! (That's what it's like for teachers) | Lehrerschmidt;https://www.youtube.com/watch?v=esP3UjDoYE0
Binärsystem  - Dualsystem  - ganz einfach erklärt (+ typische Aufgaben in der Mathearbeit);https://www.youtube.com/watch?v=I3-cmqbVF0Y
Ehrenmann - Youth Word of the Year 2018 with TEST !!! | Lehrerschmidt;https://www.youtube.com/watch?v=hg2I3ahTcQE
School Career Recommendation - A Video for Parents of Grades 4 (HS, RS, or GY) | Lehrerschmidt;https://www.youtube.com/watch?v=RbRUH4G7cOw
Mom mustn't find out! (§1619 BGB - Children must help with household chores) | Lehrerschmidt;https://www.youtube.com/watch?v=JNbWqk7V8M8
Constructing (drawing) angles WITHOUT a set square & protractor | Geometry | Lehrerschmidt;https://www.youtube.com/watch?v=oiwQ17naQmM
Way-home phone number - Everyone should save this number! | Lehrerschmidt;https://www.youtube.com/watch?v=BPay1VwI7Vk
Set square - it's that simple! | Mathematics explained simply | Lehrerschmidt;https://www.youtube.com/watch?v=CbUhMWU0ua8
80,000 SPECIAL ...Everything used to be better! ..... OH WAIT ..... | Lehrerschmidt;https://www.youtube.com/watch?v=CtKoWBSOJTs
Exponential notation - writing and reading very large and very small numbers | Lehrerschmidt;https://www.youtube.com/watch?v=puAWfbEPpvg
Quadrilaterals - an overview | Geometry - explained simply | Lehrerschmidt;https://www.youtube.com/watch?v=PDa6UaZOHmY
Terms - Resolving brackets | explained simply | Lehrerschmidt;https://www.youtube.com/watch?v=6GhDobXf82c
Prime factorization | Fractions – explained simply | Lehrerschmidt;https://www.youtube.com/watch?v=dcnkwELyugg
Written addition without transition to tens | Mathematics | Lehrerschmidt;https://www.youtube.com/watch?v=DMgFUx9QEZE
Constructing a center triangle | Geometry - explained simply | Lehrerschmidt;https://www.youtube.com/watch?v=Q9nQhewy9wc
Measuring and drawing angles | Geometry - explained simply | Lehrerschmidt;https://www.youtube.com/watch?v=oyNTHEEs-Ko
Constructing perpendiculars with and without a set square | Geometry - simply explained | Lehrers...;https://www.youtube.com/watch?v=8NuPZRxE1jo
Segment, line, half-line, and ray | Geometry - explained simply | Lehrerschmidt;https://www.youtube.com/watch?v=T30JMaVd2w4
parallel and perpendicular | Mathematics - explained simply | Lehrerschmidt;https://www.youtube.com/watch?v=34QpZUi54UU
Constructing a median | Geometry - explained simply | Lehrerschmidt;https://www.youtube.com/watch?v=90rTwmpZIkU
Converting fractions to percentages | Fractions | Lehrerschmidt - simply explained!;https://www.youtube.com/watch?v=FbSG_MwL760
Subtracting fractions (minus) - Fraction arithmetic - explained simply | Lehrerschmidt;https://www.youtube.com/watch?v=jEf5uTjcjZE
semi-written division | mathematics | Lehrerschmidt;https://www.youtube.com/watch?v=UWPhQtxrPpc
Converting a mixed number to a fraction | Fraction arithmetic - explained simply | Teacher Schmidt;https://www.youtube.com/watch?v=kULt-GmYRe0
pq formula - solving quadratic equations | Lehrerschmidt;https://www.youtube.com/watch?v=jtVc2G3dNCk
lineare Funktion ( Graph) ablesen - ganz einfach erklärt | Lehrerschmidt;https://www.youtube.com/watch?v=vqhGi4G4zVA
Vieta's theorem - quadratic equations - explained simply | Lehrerschmidt;https://www.youtube.com/watch?v=kJY93AiBMvY
Subtracting decimals | Subtracting decimal numbers - simply explained | Lehrerschmidt;https://www.youtube.com/watch?v=hB-iJNC17M0
Adding decimals | Adding decimal numbers - simply explained | Lehrerschmidt;https://www.youtube.com/watch?v=FZJ6kX1JqEk
Terms with fractions - explained simply | Lehrerschmidt;https://www.youtube.com/watch?v=uKZur4JsVfs
Terms - Distributive Law - Resolving Brackets - Simply Explained | Lehrerschmidt;https://www.youtube.com/watch?v=Mu3WdWgXJpg
1. Binomial formula - YOU'LL NEVER FORGET IT AGAIN!! | Lehrerschmidt;https://www.youtube.com/watch?v=rwCD1un30v4
Greatest common divisor | GCD | Fractions – explained simply | Lehrerschmidt;https://www.youtube.com/watch?v=kegNhNMInGQ
LCM - lowest common multiple | Fractions - explained simply | Lehrerschmidt;https://www.youtube.com/watch?v=B13_9MC-7uA
Terms - Factoring Out | Simply Explained | Lehrerschmidt;https://www.youtube.com/watch?v=A9_V_-xASLY
Factoring terms | explained simply | Lehrerschmidt;https://www.youtube.com/watch?v=arB3Wkmvt4g
3. Binomial formula - simply explained with examples! | Lehrerschmidt;https://www.youtube.com/watch?v=6ySWeEhTOt4
2. Binomial formula - simply explained with examples! | Lehrerschmidt;https://www.youtube.com/watch?v=P9Moh6nUSI8
1.binomische Formel - ganz einfach erklärt mit Beispielen! | Lehrerschmidt;https://www.youtube.com/watch?v=tArElYJ3j8k
Proportional allocation | simply explained | Lehrerschmidt;https://www.youtube.com/watch?v=sm0WE8Pk0Co
Antiproportional allocation | simply explained | Lehrerschmidt;https://www.youtube.com/watch?v=xvK-vfqkB18
km - m - dm - cm - mm | Units of measurement - converting lengths - explained simply | Lehrerschmidt;https://www.youtube.com/watch?v=DYsmOS-RRA8
This is how you learn properly! The BEST LEARNING METHOD! *successful learning* | Lehrerschmidt;https://www.youtube.com/watch?v=iqJkHT-qIJc
Terms - Commutative law - Associative law - Distributive law (an overview) | Lehrerschmidt;https://www.youtube.com/watch?v=REX1xHo9CN4
Commutative law - Commutative law | Terms and equations - simply explained | Lehrerschmidt;https://www.youtube.com/watch?v=EPTOMisUr48
70K-special: Eure Fragen - FAQ für #Teamschmidt | Lehrerschmidt;https://www.youtube.com/watch?v=-rzMoIgjzjk
Simplifying terms - explained simply | Lehrerschmidt;https://www.youtube.com/watch?v=F8UDB8ExLVc
Multiplying decimals | Multiplying decimal numbers - simply explained | Lehrerschmidt;https://www.youtube.com/watch?v=2QfdWJMQpUU
Dividing 2 decimals | Dividing a decimal number by a decimal number - here's how! | Lehrerschmidt;https://www.youtube.com/watch?v=CjcwkeOPuOQ
70,000 subscribers... that's quite a number! #Special INC | Lehrerschmidt;https://www.youtube.com/watch?v=9bLX-mCsPWs
Dividing a decimal fraction | Dividing a decimal number - simply explained | Lehrerschmidt;https://www.youtube.com/watch?v=4IosoF-ldMs
Rounding decimal places | Tenths, hundredths, thousandths – explained simply | Lehrerschmidt;https://www.youtube.com/watch?v=QTQdAer2YnY
Written division with decimal numbers | Mathematics | Lehrerschmidt;https://www.youtube.com/watch?v=7yinelbpgws
Dividing fractions | Fractions explained simply | Lehrerschmidt;https://www.youtube.com/watch?v=TbPB1Z428vU
Brüche erweitern & Brüche kürzen | Bruchrechnung - ganz einfach erklärt | Lehrerschmidt;https://www.youtube.com/watch?v=GpTK8NbM_m0
Proper & improper fractions | Fractions - Basics explained simply | Lehrerschmidt;https://www.youtube.com/watch?v=l2pCU8BkCQU
Fractions - Introduction - What is a fraction? Simply explained | Lehrerschmidt;https://www.youtube.com/watch?v=Eoy47UAac3o
Place value table - E Z H T ...| Reading and writing large numbers | Lehrerschmidt;https://www.youtube.com/watch?v=KxAdX5eGnYI
Written subtraction using the subtraction method | Mathematics | Lehrerschmidt;https://www.youtube.com/watch?v=AekVQrM6JLQ
Multiplying fractions - fraction calculation - simply explained | Lehrerschmidt;https://www.youtube.com/watch?v=OuncwqLqdSU
Adding fractions - fraction calculation | Lehrerschmidt - simply explained!;https://www.youtube.com/watch?v=nrzpRozQnM4
Brüche vergleichen | größer oder kleiner | Bruchrechnung einfach erklärt | Lehrerschmidt;https://www.youtube.com/watch?v=5o9bf4G8SkI
Converting a decimal number into a fraction | Fraction arithmetic explained simply | Lehrerschmidt;https://www.youtube.com/watch?v=9x21-I_JEsk
Showing a fraction on a number line - Mathematics explained simply | Lehrerschmidt;https://www.youtube.com/watch?v=A-beDBN-jCg
Converting a fraction to a decimal number – it's that easy! | Lehrerschmidt;https://www.youtube.com/watch?v=jimlv04pCPg
schriftliches Multiplizieren mit Kommazahlen | Mathematik | Lehrerschmidt;https://www.youtube.com/watch?v=v3A9NbeenXw
A teacher's 5 lies! But this must remain between us! | Lehrerschmidt;https://www.youtube.com/watch?v=np98h7Gyfjg
written multiplication | mathematics | Lehrerschmidt;https://www.youtube.com/watch?v=PjYZbvLUV20
Math hack: Indian multiplication *simply cool* | Lehrerschmidt;https://www.youtube.com/watch?v=OgmJxLSV5yg
written division (divided) | Mathematics | Lehrerschmidt;https://www.youtube.com/watch?v=6DIWoxdH75E
Parallel circuit - structure & explanation | Physics - simply explained | Lehrerschmidt;https://www.youtube.com/watch?v=W2qSxl00D4g
Prism - Calculate surface area and volume (triangular prism) | Lehrerschmidt - simply explained!;https://www.youtube.com/watch?v=lDA9rW32nko
"Multiplying fractions (with reduction) - ""smart"" method - saves time | Lehrerschmidt";https://www.youtube.com/watch?v=LA3VrJBGyNE
Youth Word of 2018: Glucose-laden gentleman with Screenitus on the rant! lmgtfy | Lehrerschmidt;https://www.youtube.com/watch?v=_rQHpUd_gLQ
Multiplying fractions with mixed numbers | Mathematics - Fractions | Lehrerschmidt;https://www.youtube.com/watch?v=FYAB-IVdJxc
EU survey: 80% in favor of abolishing daylight saving time! And now? | Lehrerschmidt;https://www.youtube.com/watch?v=rkzLBZrzQGA
Two-way circuit - structure & explanation | Physics - simply explained | Lehrerschmidt;https://www.youtube.com/watch?v=aUkY7vfQNrs
AND circuit - structure & explanation | Physics - simply explained | Lehrerschmidt;https://www.youtube.com/watch?v=79WVEr2BVZI
OR circuit - structure & explanation | Physics - simply explained | Lehrerschmidt;https://www.youtube.com/watch?v=UNkXbvSN9w8
Series circuit - structure & explanation | Physics - simply explained | Lehrerschmidt;https://www.youtube.com/watch?v=LTvsJ-r8qfk
Written division with remainder | Mathematics | Lehrerschmidt;https://www.youtube.com/watch?v=7ax0-e3xw_I
Simple electrical circuit - with & without switch | Physics - simply explained | Lehrerschmidt;https://www.youtube.com/watch?v=uJ8_wXIP5Ss
Gaming PC - Electricity costs per hour - measured! Exact numbers! | Lehrerschmidt;https://www.youtube.com/watch?v=tMhgMYiqhcg
Macbook laden - Wie hoch sind die Stromkosten für einen Ladevorgang? | Lehrerschmidt;https://www.youtube.com/watch?v=YxSGkWhPAB0
Circuit symbols - an overview | Physics - simply explained | Lehrerschmidt;https://www.youtube.com/watch?v=reetTIL_jGU
Free fonts! YouTube tips (Google Fonts) | Lehrerschmidt;https://www.youtube.com/watch?v=nlR2QrJVL7k
Square root & cube root | Mathematics - simply explained | Lehrerschmidt;https://www.youtube.com/watch?v=1_ItsfDfc_M
Set theory | Subset, intersection, difference set, union | Lehrerschmidt;https://www.youtube.com/watch?v=bSkqVQLzX2w
60,000 subscribers - Thank you! | Lehrerschmidt;https://www.youtube.com/watch?v=mKHh8GINvFQ
Einmaleins (1x1) lernen! Schnell, dauerhaft & zuverlässig! | Lehrerschmidt;https://www.youtube.com/watch?v=Qp19engiXLg
Fan - electricity costs per hour - measured with the meter! | Lehrerschmidt;https://www.youtube.com/watch?v=NNzxEXG3hAU
Fibonacci Sequence | Mathematics, Philosophy & Nature [World Formula?] | Lehrerschmidt;https://www.youtube.com/watch?v=uYNcUzMSpZI
Lunar eclipse and blood moon | great shots from July 27, 2018 | Lehrerschmidt;https://www.youtube.com/watch?v=K8LzW83h_Ko
Doppler Effect - Why the siren sounds like that | Physics - simply explained | Lehrerschmidt;https://www.youtube.com/watch?v=0GKZmGNlyXY
Gaming PC - How much does it cost to run on electricity per hour? | Lehrerschmidt;https://www.youtube.com/watch?v=X3xBITN2QCs
Ventilator - Stromkosten pro Stunde! Wie teuer ist das eigentlich? | Lehrerschmidt;https://www.youtube.com/watch?v=cn5NKItU1r0
Charging your smartphone – How much does it actually cost? Here's what you should know! | Lehrers...;https://www.youtube.com/watch?v=7umpeY9HXVs
Taking square roots in writing without a calculator | Mathematics - simply explained | Lehrerschmidt;https://www.youtube.com/watch?v=gBei5FlwhhI
Prefixes of units: deci, centi, milli, micro, nano, pico, kilo, mega, giga, tera;https://www.youtube.com/watch?v=77b1Dh_PbVM
Non-decimal units of measurement: in, ft, yd, sm, RT, oz, lb, qr | Lehrerschmidt;https://www.youtube.com/watch?v=LCpKX2WKDKg
Adding and subtracting powers | Mathematics - simply explained. | Lehrerschmidt;https://www.youtube.com/watch?v=Q9v33TaodlU
Punishment!! My favorite punishment for my students | Lehrerschmidt;https://www.youtube.com/watch?v=3IrWQJLYanQ
The Secret of Cotton Swabs! *with Proof* | Lehrerschmidt;https://www.youtube.com/watch?v=8yoBrDBxO30
Increased base value | Percentage calculation - simply explained | Lehrerschmidt;https://www.youtube.com/watch?v=5xcdM9vd0yI
Gradient in road traffic - converting percent to degrees | Lehrerschmidt;https://www.youtube.com/watch?v=UJsuyAWQHzc
Increased base value | Percentage calculation - simply explained | Lehrerschmidt;https://www.youtube.com/watch?v=fDW-Oa7WkqU
Kräftegleichgewicht | Mechanik - Physik - einfach erklärt | Lehrerschmidt;https://www.youtube.com/watch?v=O0Bop10o1kY
Stopping distance = reaction distance + braking distance & emergency braking | Physics - simply e...;https://www.youtube.com/watch?v=6Xy65-rO8ao
Convert hp to kW | Horsepower to kilowatts | Physics - simply explained | Lehrerschmidt;https://www.youtube.com/watch?v=qbNkMQVawzQ
Golden Rule of Mechanics | Physics – simply explained - Lehrerschmidt;https://www.youtube.com/watch?v=FpukUUNwnbE
Report card conference - What do teachers actually discuss there? | Lehrerschmidt;https://www.youtube.com/watch?v=oPnP0_FgDts
Draw a force parallelogram | Physics - simply explained | Lehrerschmidt;https://www.youtube.com/watch?v=-huc7Gz-Q0Y
Calculating density - physics explained simply (formula & examples) | Lehrerschmidt;https://www.youtube.com/watch?v=N2u8Syb-CIk
Calculating density | Physics - simply explained | Lehrerschmidt;https://www.youtube.com/watch?v=bLI9nt-XrzA
F = m * a | Force = Mass * Acceleration | Physics - Mechanics - simply explained | Lehrerschmidt;https://www.youtube.com/watch?v=Jh__xKp-qlc
Newton's Laws (3 Axioms) | F = m*a | Physics - simply explained | Lehrerschmidt;https://www.youtube.com/watch?v=DvSDxostejM
Force - Composition of Forces | Physics - Mechanics | Lehrerschmidt;https://www.youtube.com/watch?v=N567gZlGfZU
"Tactical absence - ""exam sickness"" - absence from exams | Lehrerschmidt";https://www.youtube.com/watch?v=kAYEag4u5HI
Convert km/h to m/s | Physics - Mechanics | Simply explained | Lehrerschmidt;https://www.youtube.com/watch?v=ABfjpgI9O9M
Calculate compound interest with formula | Interest calculation | Calculate compound years | Lehr...;https://www.youtube.com/watch?v=M2MS-0PWIdg
Calculate compound interest without a formula (long way) | Calculate compound years | Interest ca...;https://www.youtube.com/watch?v=AwqLs6LXrvk
Calculate capital - Convert the interest formula | Interest calculation | Lehrerschmidt;https://www.youtube.com/watch?v=nOr7IU09qcU
How much does a teacher earn? - honest numbers! | Lehrerschmidt - simply explained!;https://www.youtube.com/watch?v=_JJmBcP0fiI
Agio & Disagio | Percentage Calculation simply explained | Leherschmidt;https://www.youtube.com/watch?v=hzQjAevxZSM
Interest days, interest months - Calculate the period - Convert the interest formula | Interest c...;https://www.youtube.com/watch?v=14ohXxXGXbM
Repeating a year - a blue letter!! What can I (still) do? | Lehrerschmidt;https://www.youtube.com/watch?v=CCYMqRiJos4
3 life hacks against the heat - How to make the attic better :-) | Lehrerschmidt;https://www.youtube.com/watch?v=Z8JRyrorgmI
Hi and welcome to Lehrerschmidt!;https://www.youtube.com/watch?v=gxAbl1hNl8s
Calculating interest rates - Interest and interest calculations - Rearranging formulas | Lehrersc...;https://www.youtube.com/watch?v=eoXVTrQofHo
Class trip as a teacher – stress, tension, joy, and fun! | Lehrerschmidt;https://www.youtube.com/watch?v=bp2sx3xhSm8
Interest & Interest Calculations | Mathematics – explained simply – really easy! | Lehrerschmidt;https://www.youtube.com/watch?v=Yme_T-O_s2w
Power (P=W/t) What is it? | Physics - Mechanics - simply explained | Lehrerschmidt;https://www.youtube.com/watch?v=sMqjKEnFoAs
Work (W=F*s) | What is it? | Physics - Mechanics - simply explained | Lehrerschmidt;https://www.youtube.com/watch?v=RNZRxwBDk0k
Lifting work (W=F*h) What is it? | Physics - Mechanics - simply explained | Lehrerschmidt;https://www.youtube.com/watch?v=N00KTNLAMk8
Loose roll | Physics - Mechanics - simply explained | Lehrerschmidt;https://www.youtube.com/watch?v=ERNkFfcrkJc
Pulley Block - Physics Simply Explained! | Lehrerschmidt;https://www.youtube.com/watch?v=nm7_k6Lf6OE
Lever law - one-sided and two-sided lever | Physics - simply explained | Lehrerschmidt;https://www.youtube.com/watch?v=PVi6zUYy7R8
What is force? | Introduction to mechanics - physics - simply explained | Lehrerschmidt;https://www.youtube.com/watch?v=axTUc2MvcKI
Lehrerschmidt @Your Mirror | Lehrerschmidt;https://www.youtube.com/watch?v=uDv_YxZcI2k
Percentage calculations with the TI-30 calculator - Texas Instruments | Lehrerschmidt;https://www.youtube.com/watch?v=VyDNdcrP7GI
Hooke's Law | Physics - Mechanics - simply explained | Lehrerschmidt;https://www.youtube.com/watch?v=di666OMa-v0
Deflection pulley (fixed pulley) | Physics - Mechanics - simply explained | Lehrerschmidt;https://www.youtube.com/watch?v=d8USfzltP78
Helicopter parents - When children grow up without responsibility! | Lehrerschmidt;https://www.youtube.com/watch?v=TSE-HAtDRvY
Thales' Theorem | Mathematics - simply explained | Lehrerschmidt;https://www.youtube.com/watch?v=dsAiVuii80M
What is a Newton? What is 1N? | Physics - simply explained | Lehrerschmidt;https://www.youtube.com/watch?v=BboSUnWoIYg
You can't freeze bread! [You should know this!] | Lehrerschmidt;https://www.youtube.com/watch?v=DR66H9MAKeM
How does a teacher prepare a lesson? KC, work plan, U-unit and lesson | Lehrerschmidt;https://www.youtube.com/watch?v=Pv1YiESLKVY
50,000 subscription special! #ThankYou #bestcrew #teamschmidt | Lehrerschmidt;https://www.youtube.com/watch?v=vofM_ZKcTKw
Tangent (tan) - Trigonometry | Mathematics - simply explained | Lehrerschmidt;https://www.youtube.com/watch?v=57eiMCrtvpU
Cosine (cos) - Trigonometry | Mathematics - simply explained | Lehrerschmidt;https://www.youtube.com/watch?v=MtJjIyUVR4c
Fractional terms | Terms and equations | Mathematics - simply explained | Lehrerschmidt;https://www.youtube.com/watch?v=UIHUhlhyevI
